客戶代號,客戶簡稱,日  期,發票號碼,幣別,匯率,應收帳款,本幣未收帳款,備註,項目
82337397,久井湖口站,2022/4/8,ZA90346204,NT$,1,2721,2721,202201 處理費-行銷費用 台塑-久井湖口加油站,202201 處理費-行銷費用
82337397,久井湖口站,2022/4/13,ZA90343735,NT$,1,6126,6126,202202 處理費-行銷費用 台塑-久井湖口加油站,202202 處理費-行銷費用
82337397,久井湖口站,2022/4/13,ZA90343736,NT$,1,30,30,202202 處理費-行銷獎勵回饋 台塑-久井湖口加油站,202202 處理費-行銷獎勵
82516618,久井台中港站,2021/10/29,SY80529864,NT$,1,205,0,202109 處理費-行銷費用 台塑-久井台中港站,202109 處理費-行銷費用
82516618,久井台中港站,2022/1/10,WY24058368,NT$,1,330,330,202110 處理費-行銷費用 台塑-久井台中港站,202110 處理費-行銷費用
82516618,久井台中港站,2022/1/10,WY24058369,NT$,1,19,19,202110 處理費-行銷獎勵回饋 台塑-久井台中港站,202110 處理費-行銷獎勵
82516618,久井台中港站,2022/3/22,ZA90345083,NT$,1,339,339,202111 處理費-行銷費用 台塑-久井台中港站,202111 處理費-行銷費用
82516618,久井台中港站,2022/3/25,ZA90345346,NT$,1,339,339,202112 處理費-行銷費用 台塑-久井台中港站,202112 處理費-行銷費用
82516618,久井台中港站,2022/4/8,ZA90346205,NT$,1,715,715,202201 處理費-行銷費用 台塑-久井台中港站,202201 處理費-行銷費用
82516618,久井台中港站,2022/4/8,ZA90346206,NT$,1,31,31,202201 處理費-行銷獎勵回饋 台塑-久井台中港站,202201 處理費-行銷獎勵
82516618,久井台中港站,2022/4/13,ZA90343737,NT$,1,631,631,202202 處理費-行銷費用 台塑-久井台中港站,202202 處理費-行銷費用
82516618,久井台中港站,2022/4/13,,NT$,1,0,0,202202 處理費-行銷獎勵回饋 台塑-久井台中港站,202202 處理費-行銷獎勵
82517172,久井芳苑站,2021/10/29,SY80529865,NT$,1,49,0,202109 處理費-行銷費用 台塑-久井芳苑站,202109 處理費-行銷費用
82517172,久井芳苑站,2022/1/10,WY24058370,NT$,1,425,425,202110 處理費-行銷費用 台塑-久井芳苑站,202110 處理費-行銷費用
82517172,久井芳苑站,2022/1/10,WY24058371,NT$,1,19,19,202110 處理費-行銷獎勵回饋 台塑-久井芳苑站,202110 處理費-行銷獎勵
82517172,久井芳苑站,2022/3/22,ZA90345084,NT$,1,123,123,202111 處理費-行銷費用 台塑-久井芳苑站,202111 處理費-行銷費用
82517172,久井芳苑站,2022/3/25,ZA90345347,NT$,1,273,273,202112 處理費-行銷費用 台塑-久井芳苑站,202112 處理費-行銷費用
82517172,久井芳苑站,2022/4/8,ZA90346207,NT$,1,152,152,202201 處理費-行銷費用 台塑-久井芳苑站,202201 處理費-行銷費用
82517172,久井芳苑站,2022/4/13,ZA90343738,NT$,1,457,457,202202 處理費-行銷費用 台塑-久井芳苑站,202202 處理費-行銷費用
82725066,久井梓官站,2021/10/29,SY80529866,NT$,1,644,0,202109 處理費-行銷費用 台塑-久井梓官加油站,202109 處理費-行銷費用
82725066,久井梓官站,2021/10/29,SY80529867,NT$,1,2,0,202109 處理費-行銷獎勵回饋 台塑-久井梓官加油站,202109 處理費-行銷獎勵
82725066,久井梓官站,2022/1/10,WY24058372,NT$,1,1855,1855,202110 處理費-行銷費用 台塑-久井梓官加油站,202110 處理費-行銷費用
82725066,久井梓官站,2022/1/10,WY24058373,NT$,1,4,4,202110 處理費-行銷獎勵回饋 台塑-久井梓官加油站,202110 處理費-行銷獎勵
82725066,久井梓官站,2022/3/22,ZA90345085,NT$,1,4124,4124,202111 處理費-行銷費用 台塑-久井梓官加油站,202111 處理費-行銷費用
82725066,久井梓官站,2022/3/22,ZA90345086,NT$,1,25,25,202111 處理費-行銷獎勵回饋 台塑-久井梓官加油站,202111 處理費-行銷獎勵
82725066,久井梓官站,2022/3/25,ZA90345348,NT$,1,4160,4160,202112 處理費-行銷費用 台塑-久井梓官加油站,202112 處理費-行銷費用
82725066,久井梓官站,2022/3/25,ZA90345349,NT$,1,18,18,202112 處理費-行銷獎勵回饋 台塑-久井梓官加油站,202112 處理費-行銷獎勵
82725066,久井梓官站,2022/4/8,ZA90346208,NT$,1,3925,3925,202201 處理費-行銷費用 台塑-久井梓官加油站,202201 處理費-行銷費用
82725066,久井梓官站,2022/4/8,ZA90346209,NT$,1,60,60,202201 處理費-行銷獎勵回饋 台塑-久井梓官加油站,202201 處理費-行銷獎勵
82725066,久井梓官站,2022/4/13,ZA90343739,NT$,1,5193,5193,202202 處理費-行銷費用 台塑-久井梓官加油站,202202 處理費-行銷費用
82725066,久井梓官站,2022/4/13,ZA90343740,NT$,1,139,139,202202 處理費-行銷獎勵回饋 台塑-久井梓官加油站,202202 處理費-行銷獎勵
83158441,花壇明德站,2021/10/29,SY80529868,NT$,1,3326,0,202109 處理費-行銷費用 台塑-花壇明德,202109 處理費-行銷費用
83158441,花壇明德站,2021/10/29,SY80529869,NT$,1,17,0,202109 處理費-行銷獎勵回饋 台塑-花壇明德,202109 處理費-行銷獎勵
83158441,花壇明德站,2022/1/10,WY24058374,NT$,1,10519,0,202110 處理費-行銷費用 台塑-花壇明德,202110 處理費-行銷費用
83158441,花壇明德站,2022/1/10,WY24058375,NT$,1,170,0,202110 處理費-行銷獎勵回饋 台塑-花壇明德,202110 處理費-行銷獎勵
83158441,花壇明德站,2022/3/22,ZA90345087,NT$,1,7601,0,202111 處理費-行銷費用 台塑-花壇明德,202111 處理費-行銷費用
83158441,花壇明德站,2022/3/22,ZA90345088,NT$,1,97,0,202111 處理費-行銷獎勵回饋 台塑-花壇明德,202111 處理費-行銷獎勵
83158441,花壇明德站,2022/3/25,ZA90345350,NT$,1,11199,0,202112 處理費-行銷費用 台塑-花壇明德,202112 處理費-行銷費用
83158441,花壇明德站,2022/3/25,ZA90345351,NT$,1,108,0,202112 處理費-行銷獎勵回饋 台塑-花壇明德,202112 處理費-行銷獎勵
83158441,花壇明德站,2022/4/8,ZA90346210,NT$,1,13187,13187,202201 處理費-行銷費用 台塑-花壇明德,202201 處理費-行銷費用
83158441,花壇明德站,2022/4/8,ZA90346211,NT$,1,189,189,202201 處理費-行銷獎勵回饋 台塑-花壇明德,202201 處理費-行銷獎勵
83158441,花壇明德站,2022/4/13,ZA90343741,NT$,1,12408,12408,202202 處理費-行銷費用 台塑-花壇明德,202202 處理費-行銷費用
83158441,花壇明德站,2022/4/13,ZA90343742,NT$,1,307,307,202202 處理費-行銷獎勵回饋 台塑-花壇明德,202202 處理費-行銷獎勵
84238416,芳田,2021/10/29,SY80529870,NT$,1,1267,0,202109 處理費-行銷費用 台塑-芳田,202109 處理費-行銷費用
84238416,芳田,2021/10/29,SY80529871,NT$,1,48,48,202109 處理費-行銷獎勵回饋 台塑-芳田,202109 處理費-行銷獎勵
84238416,芳田,2022/1/10,WY24058376,NT$,1,3976,0,202110 處理費-行銷費用 台塑-芳田,202110 處理費-行銷費用
84238416,芳田,2022/1/10,WY24058377,NT$,1,8,8,202110 處理費-行銷獎勵回饋 台塑-芳田,202110 處理費-行銷獎勵
84238416,芳田,2022/3/22,ZA90345089,NT$,1,4464,0,202111 處理費-行銷費用 台塑-芳田,202111 處理費-行銷費用
84238416,芳田,2022/3/22,ZA90345090,NT$,1,29,0,202111 處理費-行銷獎勵回饋 台塑-芳田,202111 處理費-行銷獎勵
84238416,芳田,2022/3/25,ZA90345352,NT$,1,5570,5570,202112 處理費-行銷費用 台塑-芳田,202112 處理費-行銷費用
84238416,芳田,2022/3/25,ZA90345353,NT$,1,27,27,202112 處理費-行銷獎勵回饋 台塑-芳田,202112 處理費-行銷獎勵
84238416,芳田,2022/4/8,ZA90346212,NT$,1,4356,4356,202201 處理費-行銷費用 台塑-芳田,202201 處理費-行銷費用
84238416,芳田,2022/4/8,ZA90346213,NT$,1,13,13,202201 處理費-行銷獎勵回饋 台塑-芳田,202201 處理費-行銷獎勵
84238416,芳田,2022/4/13,ZA90343743,NT$,1,2653,2653,202202 處理費-行銷費用 台塑-芳田,202202 處理費-行銷費用
84524403,親水公園,2021/10/29,SY80529872,NT$,1,903,903,202109 處理費-行銷費用 台塑-親水公園,202109 處理費-行銷費用
84524403,親水公園,2021/10/29,SY80529873,NT$,1,3,3,202109 處理費-行銷獎勵回饋 台塑-親水公園,202109 處理費-行銷獎勵
84524403,親水公園,2022/1/10,WY24058378,NT$,1,9406,9406,202110 處理費-行銷費用 台塑-親水公園,202110 處理費-行銷費用
84524403,親水公園,2022/3/22,ZA90345091,NT$,1,12865,12865,202111 處理費-行銷費用 台塑-親水公園,202111 處理費-行銷費用
84524403,親水公園,2022/3/22,ZA90345092,NT$,1,8,8,202111 處理費-行銷獎勵回饋 台塑-親水公園,202111 處理費-行銷獎勵
84524403,親水公園,2022/3/25,ZA90345354,NT$,1,8886,8886,202112 處理費-行銷費用 台塑-親水公園,202112 處理費-行銷費用
84524403,親水公園,2022/3/25,ZA90345355,NT$,1,20,20,202112 處理費-行銷獎勵回饋 台塑-親水公園,202112 處理費-行銷獎勵
84524403,親水公園,2022/4/8,ZA90346214,NT$,1,8172,8172,202201 處理費-行銷費用 台塑-親水公園,202201 處理費-行銷費用
84524403,親水公園,2022/4/8,ZA90346215,NT$,1,25,25,202201 處理費-行銷獎勵回饋 台塑-親水公園,202201 處理費-行銷獎勵
84524403,親水公園,2022/4/13,ZA90343744,NT$,1,8401,8401,202202 處理費-行銷費用 台塑-親水公園,202202 處理費-行銷費用
84524403,親水公園,2022/4/13,ZA90343745,NT$,1,37,37,202202 處理費-行銷獎勵回饋 台塑-親水公園,202202 處理費-行銷獎勵
84659751,嘉南站,2021/10/29,SY80529675,NT$,1,105,105,202108 處理費-行銷費用 台塑-嘉南,202108 處理費-行銷費用
84659751,嘉南站,2021/10/29,SY80529874,NT$,1,819,0,202109 處理費-行銷費用 台塑-嘉南,202109 處理費-行銷費用
84659751,嘉南站,2021/10/29,SY80529875,NT$,1,1,0,202109 處理費-行銷獎勵回饋 台塑-嘉南,202109 處理費-行銷獎勵
84659751,嘉南站,2022/1/10,WY24058379,NT$,1,1601,0,202110 處理費-行銷費用 台塑-嘉南,202110 處理費-行銷費用
84659751,嘉南站,2022/3/22,ZA90345093,NT$,1,1407,1407,202111 處理費-行銷費用 台塑-嘉南,202111 處理費-行銷費用
84659751,嘉南站,2022/3/22,ZA90345094,NT$,1,1,1,202111 處理費-行銷獎勵回饋 台塑-嘉南,202111 處理費-行銷獎勵
84659751,嘉南站,2022/3/25,ZA90345356,NT$,1,1338,1338,202112 處理費-行銷費用 台塑-嘉南,202112 處理費-行銷費用
84659751,嘉南站,2022/3/25,ZA90345357,NT$,1,4,4,202112 處理費-行銷獎勵回饋 台塑-嘉南,202112 處理費-行銷獎勵
84659751,嘉南站,2022/4/8,ZA90346216,NT$,1,2345,2345,202201 處理費-行銷費用 台塑-嘉南,202201 處理費-行銷費用
84659751,嘉南站,2022/4/8,ZA90346217,NT$,1,29,29,202201 處理費-行銷獎勵回饋 台塑-嘉南,202201 處理費-行銷獎勵
84659751,嘉南站,2022/4/13,ZA90343746,NT$,1,3926,3926,202202 處理費-行銷費用 台塑-嘉南,202202 處理費-行銷費用
84659751,嘉南站,2022/4/13,ZA90343747,NT$,1,26,26,202202 處理費-行銷獎勵回饋 台塑-嘉南,202202 處理費-行銷獎勵
84805585,聖豐高,2021/10/29,SY80529876,NT$,1,1394,0,202109 處理費-行銷費用 台塑-聖豐高,202109 處理費-行銷費用
84805585,聖豐高,2021/10/29,SY80529877,NT$,1,15,0,202109 處理費-行銷獎勵回饋 台塑-聖豐高,202109 處理費-行銷獎勵
84805585,聖豐高,2022/1/10,WY24058380,NT$,1,2261,0,202110 處理費-行銷費用 台塑-聖豐高,202110 處理費-行銷費用
84805585,聖豐高,2022/3/22,ZA90345095,NT$,1,1512,0,202111 處理費-行銷費用 台塑-聖豐高,202111 處理費-行銷費用
84805585,聖豐高,2022/3/25,ZA90345358,NT$,1,2122,0,202112 處理費-行銷費用 台塑-聖豐高,202112 處理費-行銷費用
84805585,聖豐高,2022/3/25,ZA90345359,NT$,1,44,0,202112 處理費-行銷獎勵回饋 台塑-聖豐高,202112 處理費-行銷獎勵
84805585,聖豐高,2022/4/8,ZA90346218,NT$,1,4410,0,202201 處理費-行銷費用 台塑-聖豐高,202201 處理費-行銷費用
84805585,聖豐高,2022/4/8,ZA90346219,NT$,1,58,0,202201 處理費-行銷獎勵回饋 台塑-聖豐高,202201 處理費-行銷獎勵
84805585,聖豐高,2022/4/13,ZA90343748,NT$,1,3461,0,202202 處理費-行銷費用 台塑-聖豐高,202202 處理費-行銷費用
84805585,聖豐高,2022/4/13,ZA90343749,NT$,1,116,0,202202 處理費-行銷獎勵回饋 台塑-聖豐高,202202 處理費-行銷獎勵
84987059,新寶,2021/10/29,SY80529878,NT$,1,51,51,202109 處理費-行銷費用 台塑-新寶,202109 處理費-行銷費用
84987059,新寶,2022/1/10,WY24058381,NT$,1,622,622,202110 處理費-行銷費用 台塑-新寶,202110 處理費-行銷費用
84987059,新寶,2022/3/22,ZA90345096,NT$,1,254,254,202111 處理費-行銷費用 台塑-新寶,202111 處理費-行銷費用
84987059,新寶,2022/3/25,ZA90345360,NT$,1,733,733,202112 處理費-行銷費用 台塑-新寶,202112 處理費-行銷費用
84987059,新寶,2022/4/8,ZA90346220,NT$,1,119,119,202201 處理費-行銷費用 台塑-新寶,202201 處理費-行銷費用
84987059,新寶,2022/4/13,ZA90343750,NT$,1,1513,1513,202202 處理費-行銷費用 台塑-新寶,202202 處理費-行銷費用
85283227,八仙,2021/10/29,SY80529879,NT$,1,1389,0,202109 處理費-行銷費用 台塑-八仙,202109 處理費-行銷費用
85283227,八仙,2021/10/29,SY80529880,NT$,1,6,0,202109 處理費-行銷獎勵回饋 台塑-八仙,202109 處理費-行銷獎勵
85283227,八仙,2022/1/10,WY24058382,NT$,1,5108,0,202110 處理費-行銷費用 台塑-八仙,202110 處理費-行銷費用
85283227,八仙,2022/1/10,WY24058383,NT$,1,34,0,202110 處理費-行銷獎勵回饋 台塑-八仙,202110 處理費-行銷獎勵
85283227,八仙,2022/3/22,ZA90345097,NT$,1,5483,0,202111 處理費-行銷費用 台塑-八仙,202111 處理費-行銷費用
85283227,八仙,2022/3/22,ZA90345098,NT$,1,27,0,202111 處理費-行銷獎勵回饋 台塑-八仙,202111 處理費-行銷獎勵
85283227,八仙,2022/3/25,ZA90345361,NT$,1,5327,0,202112 處理費-行銷費用 台塑-八仙,202112 處理費-行銷費用
85283227,八仙,2022/3/25,ZA90345362,NT$,1,59,0,202112 處理費-行銷獎勵回饋 台塑-八仙,202112 處理費-行銷獎勵
85283227,八仙,2022/4/8,ZA90346221,NT$,1,7657,7657,202201 處理費-行銷費用 台塑-八仙,202201 處理費-行銷費用
85283227,八仙,2022/4/8,ZA90346222,NT$,1,84,84,202201 處理費-行銷獎勵回饋 台塑-八仙,202201 處理費-行銷獎勵
85283227,八仙,2022/4/13,ZA90343751,NT$,1,8581,8581,202202 處理費-行銷費用 台塑-八仙,202202 處理費-行銷費用
85283227,八仙,2022/4/13,ZA90343752,NT$,1,124,124,202202 處理費-行銷獎勵回饋 台塑-八仙,202202 處理費-行銷獎勵
85461876,久井彌陀站,2021/10/29,SY80529881,NT$,1,271,0,202109 處理費-行銷費用 台塑-久井彌陀站,202109 處理費-行銷費用
85461876,久井彌陀站,2021/10/29,SY80529882,NT$,1,3,0,202109 處理費-行銷獎勵回饋 台塑-久井彌陀站,202109 處理費-行銷獎勵
85461876,久井彌陀站,2022/1/10,WY24058384,NT$,1,1107,1107,202110 處理費-行銷費用 台塑-久井彌陀站,202110 處理費-行銷費用
85461876,久井彌陀站,2022/1/10,WY24058385,NT$,1,7,7,202110 處理費-行銷獎勵回饋 台塑-久井彌陀站,202110 處理費-行銷獎勵
85461876,久井彌陀站,2022/3/22,ZA90345099,NT$,1,1025,1025,202111 處理費-行銷費用 台塑-久井彌陀站,202111 處理費-行銷費用
85461876,久井彌陀站,2022/3/22,ZA90345100,NT$,1,5,5,202111 處理費-行銷獎勵回饋 台塑-久井彌陀站,202111 處理費-行銷獎勵
85461876,久井彌陀站,2022/3/25,ZA90345363,NT$,1,380,380,202112 處理費-行銷費用 台塑-久井彌陀站,202112 處理費-行銷費用
85461876,久井彌陀站,2022/3/25,ZA90345364,NT$,1,2,2,202112 處理費-行銷獎勵回饋 台塑-久井彌陀站,202112 處理費-行銷獎勵
85461876,久井彌陀站,2022/4/8,ZA90346223,NT$,1,572,572,202201 處理費-行銷費用 台塑-久井彌陀站,202201 處理費-行銷費用
85461876,久井彌陀站,2022/4/13,ZA90343753,NT$,1,773,773,202202 處理費-行銷費用 台塑-久井彌陀站,202202 處理費-行銷費用
85461876,久井彌陀站,2022/4/13,ZA90343754,NT$,1,5,5,202202 處理費-行銷獎勵回饋 台塑-久井彌陀站,202202 處理費-行銷獎勵
85464233,盛竹站(北基),2021/10/29,SY80529883,NT$,1,729,729,202109 處理費-行銷費用 台塑-盛竹站,202109 處理費-行銷費用
85464233,盛竹站(北基),2022/1/10,WY24058386,NT$,1,2200,2200,202110 處理費-行銷費用 台塑-盛竹站,202110 處理費-行銷費用
85464233,盛竹站(北基),2022/3/22,ZA90345101,NT$,1,2417,2417,202111 處理費-行銷費用 台塑-盛竹站,202111 處理費-行銷費用
85464233,盛竹站(北基),2022/3/22,ZA90345102,NT$,1,4,4,202111 處理費-行銷獎勵回饋 台塑-盛竹站,202111 處理費-行銷獎勵
85464233,盛竹站(北基),2022/3/25,ZA90345365,NT$,1,2580,2580,202112 處理費-行銷費用 台塑-盛竹站,202112 處理費-行銷費用
85464233,盛竹站(北基),2022/4/8,ZA90346224,NT$,1,3096,3096,202201 處理費-行銷費用 台塑-盛竹站,202201 處理費-行銷費用
85464233,盛竹站(北基),2022/4/13,ZA90343755,NT$,1,3091,3091,202202 處理費-行銷費用 台塑-盛竹站,202202 處理費-行銷費用
85464233,盛竹站(北基),2022/4/13,ZA90343756,NT$,1,5,5,202202 處理費-行銷獎勵回饋 台塑-盛竹站,202202 處理費-行銷獎勵
85585383,久井南橫起點站,2021/10/29,SY80529884,NT$,1,181,0,202109 處理費-行銷費用 台塑-久井南橫起點站,202109 處理費-行銷費用
85585383,久井南橫起點站,2021/10/29,SY80529885,NT$,1,10,0,202109 處理費-行銷獎勵回饋 台塑-久井南橫起點站,202109 處理費-行銷獎勵
85585383,久井南橫起點站,2022/1/10,WY24058387,NT$,1,182,182,202110 處理費-行銷費用 台塑-久井南橫起點站,202110 處理費-行銷費用
85585383,久井南橫起點站,2022/3/22,ZA90345103,NT$,1,142,142,202111 處理費-行銷費用 台塑-久井南橫起點站,202111 處理費-行銷費用
85585383,久井南橫起點站,2022/3/25,ZA90345366,NT$,1,563,563,202112 處理費-行銷費用 台塑-久井南橫起點站,202112 處理費-行銷費用
85585383,久井南橫起點站,2022/3/25,ZA90345367,NT$,1,2,2,202112 處理費-行銷獎勵回饋 台塑-久井南橫起點站,202112 處理費-行銷獎勵
85585383,久井南橫起點站,2022/4/8,ZA90346225,NT$,1,589,589,202201 處理費-行銷費用 台塑-久井南橫起點站,202201 處理費-行銷費用
85585383,久井南橫起點站,2022/4/13,ZA90343757,NT$,1,654,654,202202 處理費-行銷費用 台塑-久井南橫起點站,202202 處理費-行銷費用
85789725,中華里港站(北基),2021/10/29,SY80529676,NT$,1,3,3,202108 處理費-行銷獎勵回饋 台塑-中華里港站(北基),202108 處理費-行銷獎勵
85789725,中華里港站(北基),2021/10/29,SY80529886,NT$,1,61,61,202109 處理費-行銷費用 台塑-中華里港站(北基),202109 處理費-行銷費用
85789725,中華里港站(北基),2021/10/29,SY80529887,NT$,1,2,2,202109 處理費-行銷獎勵回饋 台塑-中華里港站(北基),202109 處理費-行銷獎勵
85789725,中華里港站(北基),2022/1/10,WY24058388,NT$,1,530,530,202110 處理費-行銷費用 台塑-中華里港站(北基),202110 處理費-行銷費用
85789725,中華里港站(北基),2022/3/22,ZA90345104,NT$,1,464,464,202111 處理費-行銷費用 台塑-中華里港站(北基),202111 處理費-行銷費用
85789725,中華里港站(北基),2022/3/22,ZA90345105,NT$,1,9,9,202111 處理費-行銷獎勵回饋 台塑-中華里港站(北基),202111 處理費-行銷獎勵
85789725,中華里港站(北基),2022/3/25,ZA90345368,NT$,1,616,616,202112 處理費-行銷費用 台塑-中華里港站(北基),202112 處理費-行銷費用
85789725,中華里港站(北基),2022/4/8,ZA90346226,NT$,1,623,623,202201 處理費-行銷費用 台塑-中華里港站(北基),202201 處理費-行銷費用
85789725,中華里港站(北基),2022/4/13,ZA90343758,NT$,1,1034,1034,202202 處理費-行銷費用 台塑-中華里港站(北基),202202 處理費-行銷費用
85789725,中華里港站(北基),2022/4/13,ZA90343759,NT$,1,20,20,202202 處理費-行銷獎勵回饋 台塑-中華里港站(北基),202202 處理費-行銷獎勵
86336736,大禹,2021/10/29,SY80529888,NT$,1,2308,0,202109 處理費-行銷費用 台塑-大禹,202109 處理費-行銷費用
86336736,大禹,2021/10/29,SY80529889,NT$,1,21,0,202109 處理費-行銷獎勵回饋 台塑-大禹,202109 處理費-行銷獎勵
86336736,大禹,2022/1/10,WY24058389,NT$,1,1701,0,202110 處理費-行銷費用 台塑-大禹,202110 處理費-行銷費用
86336736,大禹,2022/1/10,WY24058390,NT$,1,4,0,202110 處理費-行銷獎勵回饋 台塑-大禹,202110 處理費-行銷獎勵
86336736,大禹,2022/3/22,ZA90345106,NT$,1,1638,1638,202111 處理費-行銷費用 台塑-大禹,202111 處理費-行銷費用
86336736,大禹,2022/3/22,ZA90345107,NT$,1,4,4,202111 處理費-行銷獎勵回饋 台塑-大禹,202111 處理費-行銷獎勵
86336736,大禹,2022/3/25,ZA90345369,NT$,1,1221,1221,202112 處理費-行銷費用 台塑-大禹,202112 處理費-行銷費用
86336736,大禹,2022/3/25,ZA90345370,NT$,1,64,64,202112 處理費-行銷獎勵回饋 台塑-大禹,202112 處理費-行銷獎勵
86336736,大禹,2022/4/8,ZA90346227,NT$,1,1180,1180,202201 處理費-行銷費用 台塑-大禹,202201 處理費-行銷費用
86336736,大禹,2022/4/8,ZA90346228,NT$,1,18,18,202201 處理費-行銷獎勵回饋 台塑-大禹,202201 處理費-行銷獎勵
86336736,大禹,2022/4/13,ZA90343760,NT$,1,2924,2924,202202 處理費-行銷費用 台塑-大禹,202202 處理費-行銷費用
86336736,大禹,2022/4/13,ZA90343761,NT$,1,25,25,202202 處理費-行銷獎勵回饋 台塑-大禹,202202 處理費-行銷獎勵
86818038,東錡,2021/10/29,SY80529890,NT$,1,1348,0,202109 處理費-行銷費用 台塑-東錡,202109 處理費-行銷費用
86818038,東錡,2021/10/29,SY80529891,NT$,1,15,0,202109 處理費-行銷獎勵回饋 台塑-東錡,202109 處理費-行銷獎勵
86818038,東錡,2022/1/10,WY24058391,NT$,1,2637,0,202110 處理費-行銷費用 台塑-東錡,202110 處理費-行銷費用
86818038,東錡,2022/1/10,WY24058392,NT$,1,6,0,202110 處理費-行銷獎勵回饋 台塑-東錡,202110 處理費-行銷獎勵
86818038,東錡,2022/3/22,ZA90345108,NT$,1,4011,0,202111 處理費-行銷費用 台塑-東錡,202111 處理費-行銷費用
86818038,東錡,2022/3/22,ZA90345109,NT$,1,37,0,202111 處理費-行銷獎勵回饋 台塑-東錡,202111 處理費-行銷獎勵
86818038,東錡,2022/3/25,ZA90345371,NT$,1,3416,0,202112 處理費-行銷費用 台塑-東錡,202112 處理費-行銷費用
86818038,東錡,2022/3/25,ZA90345372,NT$,1,35,0,202112 處理費-行銷獎勵回饋 台塑-東錡,202112 處理費-行銷獎勵
86818038,東錡,2022/4/8,ZA90346229,NT$,1,3735,0,202201 處理費-行銷費用 台塑-東錡,202201 處理費-行銷費用
86818038,東錡,2022/4/8,ZA90346230,NT$,1,40,0,202201 處理費-行銷獎勵回饋 台塑-東錡,202201 處理費-行銷獎勵
86818038,東錡,2022/4/13,ZA90343762,NT$,1,4257,0,202202 處理費-行銷費用 台塑-東錡,202202 處理費-行銷費用
86818038,東錡,2022/4/13,ZA90343763,NT$,1,26,0,202202 處理費-行銷獎勵回饋 台塑-東錡,202202 處理費-行銷獎勵
87030348,久井埔里加油站,2021/10/29,SY80529892,NT$,1,685,0,202109 處理費-行銷費用 台塑-久井埔里站,202109 處理費-行銷費用
87030348,久井埔里加油站,2021/10/29,SY80529893,NT$,1,14,0,202109 處理費-行銷獎勵回饋 台塑-久井埔里站,202109 處理費-行銷獎勵
87030348,久井埔里加油站,2022/1/10,WY24058393,NT$,1,2196,2196,202110 處理費-行銷費用 台塑-久井埔里站,202110 處理費-行銷費用
87030348,久井埔里加油站,2022/1/10,WY24058394,NT$,1,24,24,202110 處理費-行銷獎勵回饋 台塑-久井埔里站,202110 處理費-行銷獎勵
87030348,久井埔里加油站,2022/3/22,ZA90345110,NT$,1,2185,2185,202111 處理費-行銷費用 台塑-久井埔里站,202111 處理費-行銷費用
87030348,久井埔里加油站,2022/3/22,ZA90345111,NT$,1,14,14,202111 處理費-行銷獎勵回饋 台塑-久井埔里站,202111 處理費-行銷獎勵
87030348,久井埔里加油站,2022/3/25,ZA90345373,NT$,1,2670,2670,202112 處理費-行銷費用 台塑-久井埔里站,202112 處理費-行銷費用
87030348,久井埔里加油站,2022/3/25,ZA90345374,NT$,1,35,35,202112 處理費-行銷獎勵回饋 台塑-久井埔里站,202112 處理費-行銷獎勵
87030348,久井埔里加油站,2022/4/8,ZA90346231,NT$,1,3945,3945,202201 處理費-行銷費用 台塑-久井埔里站,202201 處理費-行銷費用
87030348,久井埔里加油站,2022/4/8,ZA90346232,NT$,1,69,69,202201 處理費-行銷獎勵回饋 台塑-久井埔里站,202201 處理費-行銷獎勵
87030348,久井埔里加油站,2022/4/13,ZA90343764,NT$,1,5256,5256,202202 處理費-行銷費用 台塑-久井埔里站,202202 處理費-行銷費用
87030348,久井埔里加油站,2022/4/13,ZA90343765,NT$,1,34,34,202202 處理費-行銷獎勵回饋 台塑-久井埔里站,202202 處理費-行銷獎勵
87541806,中華中正路(北基),2021/10/29,SY80529894,NT$,1,1833,1833,202109 處理費-行銷費用 台塑-中華中正路站,202109 處理費-行銷費用
87541806,中華中正路(北基),2021/10/29,SY80529895,NT$,1,16,16,202109 處理費-行銷獎勵回饋 台塑-中華中正路站,202109 處理費-行銷獎勵
87541806,中華中正路(北基),2022/1/10,WY24058395,NT$,1,5620,5620,202110 處理費-行銷費用 台塑-中華中正路站,202110 處理費-行銷費用
87541806,中華中正路(北基),2022/1/10,WY24058396,NT$,1,76,76,202110 處理費-行銷獎勵回饋 台塑-中華中正路站,202110 處理費-行銷獎勵
87541806,中華中正路(北基),2022/3/22,ZA90345112,NT$,1,6154,6154,202111 處理費-行銷費用 台塑-中華中正路站,202111 處理費-行銷費用
87541806,中華中正路(北基),2022/3/22,ZA90345113,NT$,1,131,131,202111 處理費-行銷獎勵回饋 台塑-中華中正路站,202111 處理費-行銷獎勵
87541806,中華中正路(北基),2022/3/25,ZA90345375,NT$,1,7537,7537,202112 處理費-行銷費用 台塑-中華中正路站,202112 處理費-行銷費用
87541806,中華中正路(北基),2022/3/25,ZA90345376,NT$,1,169,169,202112 處理費-行銷獎勵回饋 台塑-中華中正路站,202112 處理費-行銷獎勵
87541806,中華中正路(北基),2022/4/8,ZA90346233,NT$,1,9882,9882,202201 處理費-行銷費用 台塑-中華中正路站,202201 處理費-行銷費用
87541806,中華中正路(北基),2022/4/8,ZA90346234,NT$,1,174,174,202201 處理費-行銷獎勵回饋 台塑-中華中正路站,202201 處理費-行銷獎勵
